framework,device_name,input_size,batch_index,compute_count,data_transfer_count,compute_mean_ms,data_transfer_mean_ms,compute_var_ms,data_transfer_var_ms,compute_std_ms,data_transfer_std_ms
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,3.0,3,3,0.9680213333333333,21.53663333333333,0.00021216187733333374,0.02941537333333322,0.014565777608261556,0.1715091056863548
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,4.0,3,3,0.9301333333333334,21.531266666666667,0.004832187733333326,0.03817669333333295,0.06951393912974092,0.19538857011947489
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,5.0,3,3,0.9919133333333333,21.468233333333334,0.0010970071093333307,0.10870932333333377,0.033121097646867485,0.3297109693858149
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,6.0,3,3,0.9526613333333334,21.728033333333332,0.00023627912533333325,0.012499323333333262,0.015371373566904593,0.11180037268870467
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,7.0,3,3,0.9721173333333333,21.651533333333333,2.1321045333333222e-05,0.004764973333333299,0.0046174717468906315,0.06902878626582752
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,8.0,3,3,0.9697279999999999,21.565866666666665,0.00020552089599999991,0.09374496333333315,0.014335999999999996,0.30617799289520004
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,9.0,3,3,0.9932786666666665,21.596233333333334,0.00023378739733333472,0.0015129633333331419,0.015290107826085947,0.03889682934807337
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,10.0,3,3,0.9567573333333333,21.572733333333332,8.738133333333332e-06,0.04621526333333395,0.0029560333782508836,0.2149773553966416
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,1.0,2,2,1.088,27.67765,4.743199999999571e-06,0.015717645000000436,0.002177888886054468,0.12537003230437663
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,2.0,2,2,1.232895,28.13205,3.353805000000207e-05,0.35642124500000194,0.005791204537918003,0.5970102553558037
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,3.0,2,2,1.2369949999999998,27.9694,0.0005369364500000025,0.046208000000000624,0.023171889219483217,0.2149604614807119
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,4.0,2,2,1.22112,27.89135,1.3107200000000637e-05,0.03658512499999957,0.0036203867196752115,0.19127238431096
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,5.0,2,2,1.2671999999999999,27.6672,0.0018252881999999884,0.11007432000000034,0.042723391719291064,0.3317745017327286
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,6.0,2,2,1.15251,28.2941,0.008725205,0.20301191999999998,0.09340880579474292,0.45056844097206805
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,7.0,2,2,1.24518,27.9685,0.0008388608000000044,0.02937888000000042,0.02896309375740106,0.17140268375962034
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,8.0,2,2,1.142785,28.03905,0.004437762049999991,0.30505860500000165,0.06661652985558457,0.5523211067848137
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,9.0,2,2,1.2492800000000002,27.75705,0.0006062161999999987,0.0021190050000000683,0.024621458120915558,0.04603265145524499
OpenCL,NVIDIA A100-SXM4-80GB,16482451456,10.0,2,2,1.0849250000000001,28.0997,4.712450000000053e-06,0.11703122000000021,0.002170817818242713,0.342098260738052
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,1.0,3,3,1.3735266666666668,35.151900000000005,6.643733333333582e-06,0.14215129000000043,0.0025775440507067155,0.3770295611752485
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,2.0,3,3,1.5148400000000002,35.10873333333333,1.7136299999999384e-05,0.19209512333333045,0.004139601430089543,0.43828657672044946
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,3.0,3,3,1.51381,34.8698,0.00019541470000000006,0.0699739600000005,0.013979080799537575,0.26452591555460214
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,4.0,3,3,1.5363433333333332,34.880500000000005,0.00031184623333333346,0.001911130000000127,0.017659168534597924,0.043716472867788944
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,5.0,3,3,1.52064,34.88016666666667,0.0005358756000000048,0.05376360333333249,0.02314898701887417,0.23186979823455336
OpenCL,NVIDIA A100-SXM4-80GB,20846739456,6.0,3,3,1.4865066666666664,35.296533333333336,0.00011996093333333287,0.11881546333333412,0.010952667863736802,0.344696189902549
